Date_reported,ind_cum_cases,usa_cum_cases,brazil_cum_cases,russia_cum_cases,ind_new_cases,usa_new_cases,china_new_cases,russia_new_cases,brazil_new_cases
2021-06-17,29700313,33158778,17533221,5264047,67208,12780,190,14057,80609
2021-06-18,29762793,33171872,17628588,5281309,62480,13094,197,17262,95367
2021-06-19,29823546,33185037,17702630,5299215,60753,13165,219,17906,74042
2021-06-20,29881965,33196975,17801462,5316826,58419,11938,152,17611,98832
2021-06-21,29935221,33209348,17883750,5334204,53256,12373,127,17378,82288
2021-06-22,29977861,33218252,17927928,5350919,42640,8904,101,16715,44178
2021-06-23,30028709,33226889,17966831,5368513,50848,8637,109,17594,38903
2021-06-24,30082778,33240291,18054653,5388695,54069,13402,121,20182,87822
2021-06-25,30134445,33254064,18169881,5409088,51667,13773,161,20393,115228
2021-06-26,30183143,33269537,18243483,5430753,48698,15473,105,21665,73602
2021-06-27,30233183,33284575,18322760,5451291,50040,15038,96,20538,79277
2021-06-28,30279331,33297717,18386894,5472941,46148,13142,117,21650,64134
2021-06-29,30316897,33308221,18420598,5493557,37566,10504,81,20616,33704
2021-06-30,30362848,33318824,18448402,5514599,45951,10603,64,21042,27804
2021-07-01,30411634,33334477,18513305,5538142,48786,15653,69,23543,64903
2021-07-02,30458251,33345973,18557141,5561360,46617,11496,72,23218,43836
2021-07-03,30502362,33364575,18622304,5585799,44111,18602,92,24439,65163
2021-07-04,30545433,33381337,18687469,5610941,43071,16762,96,25142,65165
2021-07-05,30585229,33394351,18742025,5635294,39796,13014,64,24353,54556
2021-07-06,30619932,33404644,18769808,5658672,34703,10293,53,23378,27783
2021-07-07,30663665,33413791,18792511,5682634,43733,9147,87,23962,22703
2021-07-08,30709557,33433931,18855015,5707452,45892,20140,58,24818,62504
2021-07-09,30752950,33456555,18909037,5733218,43393,22624,47,25766,54022
2021-07-10,30795716,33640267,18962762,5758300,42766,183712,63,25082,53725
2021-07-11,30837222,33667773,19020499,5783333,41506,27506,58,25033,57737
2021-07-12,30874376,33688219,19069003,5808473,37154,20446,59,25140,48504
2021-07-13,30907282,33704903,19089940,5833175,32906,16684,53,24702,20937
2021-07-14,30946074,33734080,19106971,5857002,38792,29177,53,23827,17031
2021-07-15,30987880,33768804,19151993,5882295,41806,34724,58,25293,45022
2021-07-16,31026829,33807086,19209729,5907999,38949,38282,54,25704,57736
2021-07-17,31064908,33847517,19262518,5933115,38079,40431,63,25116,52789
2021-07-18,31106065,33889706,19308109,5958133,41157,42189,45,25018,45591
2021-07-19,31144229,33921129,19342448,5982766,38164,31423,51,24633,34339
2021-07-20,31174322,33949441,19376574,6006536,30093,28312,86,23770,34126
2021-07-21,31216337,33994926,19391845,6030240,42015,45485,53,23704,15271
2021-07-22,31257720,34045752,19419437,6054711,41383,50826,81,24471,27592
2021-07-23,31293062,34106958,19473954,6078522,35342,61206,82,23811,54517
2021-07-24,31332159,34179767,19523711,6102469,39097,72809,61,23947,49757
2021-07-25,31371901,34248165,19632443,6126541,39742,68398,59,24072,108732
2021-07-26,31411262,34301326,19670534,6149780,39361,53161,93,23239,38091
2021-07-27,31440951,34344469,19688663,6172812,29689,43143,82,23032,18129
2021-07-28,31484605,34415598,19707662,6195232,43654,71129,104,22420,18999
2021-07-29,31528114,34501459,19749073,6218502,43509,85861,70,23270,41411
2021-07-30,31572344,34590484,19797086,6242066,44230,89025,84,23564,48013
2021-07-31,31613993,34689471,19839369,6265873,41649,98987,82,23807,42283
2021-08-01,31655824,34793916,19880273,6288677,41831,104445,87,22804,40904
2021-08-02,31695958,34875149,19917855,6312185,40134,81233,115,23508,37582
2021-08-03,31726507,34937780,19938358,6334195,30549,62631,107,22010,20503
2021-08-04,31769132,35040821,19953501,6356784,42625,103041,123,22589,15143
2021-08-05,31812114,35150981,19985817,6379904,42982,110160,108,23120,32316
2021-08-06,31856757,35274162,20026533,6402564,44643,123181,141,22660,40716
2021-08-07,31895385,35402188,20066587,6424884,38628,128026,121,22320,40054
2021-08-08,31934455,35535373,20108746,6447750,39070,133185,113,22866,42159
2021-08-09,31969954,35654993,20151779,6469910,35499,119620,134,22160,43033
2021-08-10,31998158,35751725,20165672,6491288,28204,96732,153,21378,13893
2021-08-11,32036511,35844771,20177757,6512859,38353,93046,123,21571,12085
2021-08-12,32077706,35980646,20212642,6534791,41195,135875,98,21932,34885
2021-08-13,32117826,36124075,20245085,6557068,40120,143429,110,22277,32443
2021-08-14,32156493,36274592,20285067,6579212,38667,150517,87,22144,39982
2021-08-15,32192576,36420142,20319000,6600836,36083,145550,62,21624,33933
2021-08-16,32225513,36558717,20350142,6621601,32937,138575,61,20765,31142
2021-08-17,32250679,36669175,20364099,6642559,25166,110458,55,20958,13957
2021-08-18,32285857,36778293,20378570,6663473,35178,109118,49,20914,14471
2021-08-19,32322258,36928769,20416183,6684531,36401,150476,60,21058,37613
2021-08-20,32358829,37097406,20457897,6705523,36571,168637,44,20992,41714
2021-08-21,32393286,37271047,20494212,6726523,34457,173641,31,21000,36315
2021-08-22,32424234,37437928,20528099,6747087,30948,166881,45,20564,33887
2021-08-23,32449306,37580918,20556487,6766541,25072,142990,36,19454,28388
2021-08-24,32474773,37707647,20570891,6785374,25467,126729,46,18833,14404
2021-08-25,32512366,37823872,20583994,6804910,37593,116225,33,19536,13103
2021-08-26,32558530,37986467,20614866,6824540,46164,162595,32,19630,30872
2021-08-27,32603188,38163174,20645537,6844049,44658,176707,43,19509,30671
2021-08-28,32649947,38349148,20676561,6863541,46759,185974,45,19492,31024
2021-08-29,32695030,38531139,20703906,6882827,45083,181991,45,19286,27345
2021-08-30,32737939,38682793,20728605,6901152,42909,151654,53,18325,24699
2021-08-31,32768880,38801073,20741815,6918965,30941,118280,48,17813,13210
2021-09-01,32810845,38934225,20752281,6937333,41965,133152,25,18368,10466
2021-09-02,32857937,39110640,20776870,6956318,47092,176415,35,18985,24589
2021-09-03,32903289,39309216,20804215,6975174,45352,198576,28,18856,27345
2021-09-04,32945907,39490773,20830495,6993954,42618,181557,38,18780,26280
2021-09-05,32988673,39673386,20856060,7012599,42766,182613,30,18645,25565
2021-09-06,33027621,39815941,20877864,7030455,38948,142555,32,17856,21804
2021-09-07,33058843,39940788,20890779,7047880,31222,124847,54,17425,12915
2021-09-08,33096718,40050354,20899933,7065904,37875,109566,37,18024,9154
2021-09-09,33139981,40168280,20913578,7084284,43263,117926,39,18380,13645
2021-09-10,33174954,40338929,20928008,7102625,34973,170649,25,18341,14430
2021-09-11,33208330,40523531,20958899,7121516,33376,184602,37,18891,30891
2021-09-12,33236921,40693880,20974850,7140070,28591,170349,55,18554,15951
2021-09-13,33264175,40847885,20989164,7158248,27254,154005,66,18178,14314
2021-09-14,33289579,40964337,20999779,7176085,25404,116452,98,17837,10615
2021-09-15,33316755,41076746,21006424,7194926,27176,112409,80,18841,6645
2021-09-16,33347325,41239046,21019830,7214520,30570,162300,86,19594,13406
2021-09-17,33381728,41402205,21034610,7234425,34403,163159,96,19905,14780
2021-09-18,33417390,41569580,21069017,7254754,35662,167375,57,20329,34407
2021-09-19,33448163,41727152,21080219,7274928,30773,157572,77,20174,11202
2021-09-20,33478419,41851250,21230325,7294672,30256,124098,64,19744,150106
2021-09-21,33504534,41948647,21239783,7313851,26115,97397,83,19179,9458
2021-09-22,33531498,42041049,21247667,7333557,26964,92402,47,19706,7884
2021-09-23,33563421,42175926,21247094,7354995,31923,134877,51,21438,-573
2021-09-24,33594803,42308201,21283567,7376374,31382,132275,65,21379,36473
2021-09-25,33624419,42444957,21308178,7398415,29616,136756,53,22041,24611
2021-09-26,33652745,42578242,21327616,7420913,28326,133285,43,22498,19438
2021-09-27,33678786,42675278,21343304,7443149,26041,97036,51,22236,15688
2021-09-28,33697581,42752841,21351972,7464708,18795,77563,43,21559,8668
2021-09-29,33716451,42855718,21366395,7487138,18870,102877,53,22430,14423
2021-09-30,33739980,42972898,21381790,7511026,23529,117180,38,23888,15395
2021-10-01,33766707,43089956,21399546,7535548,26727,117058,44,24522,17756
2021-10-02,33791061,43213642,21427073,7560767,24354,123686,56,25219,27527
2021-10-03,33813903,43335170,21445651,7586536,22842,121528,43,25769,18578
2021-10-04,33834702,43417492,21459117,7612317,20799,82322,33,25781,13466
2021-10-05,33853048,43486384,21468121,7637427,18346,68892,38,25110,9004
2021-10-06,33871881,43573092,21478546,7662560,18833,86708,41,25133,10425
2021-10-07,33894312,43677497,21499074,7690110,22431,104405,36,27550,20528
2021-10-08,33915569,43795129,21516967,7717356,21257,117632,34,27246,17893
2021-10-09,33935309,43907955,21532558,7746718,19740,112826,33,29362,15591
2021-10-10,33953475,44016031,21550730,7775365,18166,108076,36,28647,18172
2021-10-11,33971607,44087094,21567181,7804774,18132,71063,32,29409,16451
2021-10-12,33985920,44147142,21575820,7832964,14313,60048,30,28190,8639
2021-10-13,34001743,44221822,21582738,7861681,15823,74680,30,28717,6918
2021-10-14,34020730,44312612,21590097,7892980,18987,90790,28,31299,7359
2021-10-15,34037592,44410175,21597949,7925176,16862,97563,19,32196,7852
2021-10-16,34053573,44507044,21612237,7958384,15981,96869,27,33208,14288
2021-10-17,34067719,44598755,21627476,7992687,14146,91711,37,34303,15239
2021-10-18,34081315,44662133,21638726,8027012,13596,63378,28,34325,11250
2021-10-19,34094373,44711754,21644464,8060752,13058,49621,30,33740,5738
2021-10-20,34108996,44781589,21651910,8094825,14623,69835,38,34073,7446
2021-10-21,34127450,44862736,21664879,8131164,18454,81147,29,36339,12969
2021-10-22,34143236,44939116,21680488,8168305,15786,76380,51,37141,15609
2021-10-23,34159562,45026764,21697341,8205983,16326,87648,60,37678,16853
2021-10-24,34175468,45108137,21711843,8241643,15906,81373,56,35660,14502
2021-10-25,34189774,45139660,21723559,8279573,14306,31523,47,37930,11716
2021-10-26,34202202,45163437,21729763,8316019,12428,23777,55,36446,6204
2021-10-27,34215653,45256602,21735560,8352601,13451,93165,66,36582,5797
2021-10-28,34231809,45358911,21748984,8392697,16156,102309,52,40096,13424
2021-10-29,34246157,45442832,21766168,8432546,14348,83921,72,39849,17184
2021-10-30,34260470,45546420,21781436,8472797,14313,103588,88,40251,15268
2021-10-31,34273300,45633693,21793401,8513790,12830,87273,81,40993,11965
2021-11-01,34285814,45663966,21804094,8554192,12514,30273,99,40402,10693
2021-11-02,34296237,45684700,21810855,8593200,10423,20734,77,39008,6761
2021-11-03,34308140,45811726,21814693,8633643,11903,127026,115,40443,3838
2021-11-04,34321025,45885783,21821124,8673860,12885,74057,114,40217,6431
2021-11-05,34333754,45964816,21835785,8714595,12729,79033,87,40735,14661
2021-11-06,34344683,46053366,21849137,8755930,10929,88550,63,41335,13352
2021-11-07,34355536,46142513,21862458,8795095,10853,89147,82,39165,13321
2021-11-08,34366987,46172370,21874324,8834495,11451,29857,94,39400,11866
2021-11-09,34377113,46198683,21880439,8873655,10126,26313,65,39160,6115
2021-11-10,34388579,46325551,21886077,8911713,11466,126868,61,38058,5638
2021-11-11,34401670,46408451,21897025,8952472,13091,82900,72,40759,10948
2021-11-12,34414186,46500580,21909298,8992595,12516,92129,110,40123,12273
2021-11-13,34426036,46572089,21924598,9031851,11850,71509,86,39256,15300
2021-11-14,34437307,46695047,21939196,9070674,11271,122958,95,38823,14598
2021-11-15,34447536,46759305,21953838,9109094,10229,64258,61,38420,14642
2021-11-16,34456401,46788190,21957967,9145912,8865,28885,37,36818,4129
2021-11-17,34466598,46930252,21960766,9182538,10197,142062,34,36626,2799
2021-11-18,34478517,47027043,21965684,9219912,11919,96791,43,37374,4918
2021-11-19,34489623,47132939,21977661,9257068,11106,105896,31,37156,11977
2021-11-20,34499925,47256893,21989962,9294188,10302,123954,34,37120,12301
2021-11-21,34510413,47370523,22003317,9331158,10488,113630,24,36970,13355
2021-11-22,34518901,47411069,22012150,9366839,8488,40546,49,35681,8833
2021-11-23,34526480,47445966,22017276,9400835,7579,34897,25,33996,5126
2021-11-24,34535763,47599503,22019870,9434393,9283,153537,35,33558,2594
2021-11-25,34544882,47700299,22030182,9468189,9119,100796,30,33796,10312
2021-11-26,34555431,47805695,22043112,9502879,10549,105396,29,34690,12930
2021-11-27,34563749,47877683,22055238,9536825,8318,71988,41,33946,12126
2021-11-28,34572523,47958195,22067630,9570373,8774,80512,38,33548,12392
2021-11-29,34580832,48008365,22076863,9604233,8309,50170,54,33860,9233
2021-11-30,34587822,48062140,22080906,9636881,6990,53775,50,32648,4043
2021-12-01,34596776,48160295,22084749,9669718,8954,98155,124,32837,3843
2021-12-02,34606541,48281063,22094459,9703107,9765,120768,84,33389,9710
2021-12-03,34615757,48413352,22105872,9736037,9216,132289,119,32930,11413
2021-12-04,34624360,48556576,22118782,9769011,8603,143224,104,32974,12910
2021-12-05,34633255,48707343,22129409,9801613,8895,150767,74,32602,10627
2021-12-06,34641561,48769505,22138247,9833749,8306,62162,74,32136,8838
2021-12-07,34648383,48821400,22143091,9864845,6822,51895,109,31096,4844
2021-12-08,34656822,49012400,22147476,9895597,8439,191000,100,30752,4385
2021-12-09,34666241,49138452,22157726,9925806,9419,126052,88,30209,10250
2021-12-10,34674744,49268370,22167781,9956679,8503,129918,87,30873,10055
2021-12-11,34682736,49406159,22177059,9986967,7992,137789,107,30288,9278
2021-12-12,34690510,49540110,22184824,10016896,7774,133951,86,29929,7765
2021-12-13,34697860,49599783,22188179,10046454,7350,59673,112,29558,3355
2021-12-14,34703644,49654603,22189867,10074797,5784,54820,83,28343,1688
2021-12-15,34710628,49847187,22191949,10103160,6984,192584,82,28363,2082
2021-12-16,34718602,49973385,22195775,10131646,7974,126198,85,28486,3826
2021-12-17,34726049,50119358,22201221,10159389,7447,145973,98,27743,5446
2021-12-18,34733194,50279673,22204941,10186823,7145,160315,147,27434,3720
2021-12-19,34740275,50440811,22209020,10214790,7081,161138,101,27967,4079
2021-12-20,34746838,50522973,22212343,10241812,6563,82162,116,27022,3323
2021-12-21,34752164,50620920,22213762,10267719,5326,97947,99,25907,1419
2021-12-22,34758481,50891187,22215856,10292983,6317,270267,95,25264,2094
2021-12-23,34765976,51097418,22219477,10318650,7495,206231,121,25667,3621
2021-12-24,34772626,51334371,22222928,10343353,6650,236953,102,24703,3451
2021-12-25,34779815,51613972,22226573,10368299,7189,279601,165,24946,3645
2021-12-26,34786802,51847331,22230737,10392020,6987,233359,249,23721,4164
2021-12-27,34793333,51949006,22230737,10415230,6531,101675,233,23210,0
2021-12-28,34799691,52149565,22239436,10437152,6358,200559,235,21922,8699
2021-12-29,34808886,52636838,22246276,10458271,9195,487273,222,21119,6840
2021-12-30,34822040,53030043,22254706,10479344,13154,393205,233,21073,8430
2021-12-31,34838804,53502206,22263834,10499982,16764,472163,232,20638,9128
2022-01-01,34861579,54084378,22277239,10519733,22775,582172,291,19751,13405
2022-01-02,34889132,54536916,22287521,10537966,27553,452538,230,18233,10282
2022-01-03,34922882,54813800,22291507,10554309,33750,276884,207,16343,3986
2022-01-04,34960261,55186535,22293228,10570212,37379,372735,229,15903,1721
2022-01-05,35018358,56133826,22305078,10585984,58097,947291,164,15772,11850
2022-01-06,35109286,56856748,22323837,10601300,90928,722922,253,15316,18759
2022-01-07,35226386,57551596,22351104,10618035,117100,694848,250,16735,27267
2022-01-08,35368372,58331191,22386930,10634603,141986,779595,252,16568,35826
2022-01-09,35528004,59169659,22450222,10650849,159632,838468,246,16246,63292
2022-01-10,35707727,59578543,22499525,10666679,179723,408884,249,15830,49303
2022-01-11,35875790,60024559,22523907,10684204,168063,446016,248,17525,24382
2022-01-12,36070510,61350824,22558695,10702150,194720,1326265,312,17946,34788
2022-01-13,36317927,62136586,22629460,10723305,247417,785762,308,21155,70765
2022-01-14,36582129,62976858,22716091,10747125,264202,840272,280,23820,86631
2022-01-15,36850962,63863350,22814917,10774304,268833,886492,241,27179,98826
2022-01-16,37122164,64748910,22927203,10803534,271202,885560,202,29230,112286
2022-01-17,37380253,65164188,22975723,10834260,258089,415278,285,30726,48520
2022-01-18,37618271,65540297,23000657,10865512,238018,376109,243,31252,24934
2022-01-19,37901241,66511637,23074791,10899411,282970,971340,171,33899,74134
2022-01-20,38218773,67436348,23211894,10938261,317532,924711,135,38850,137103
2022-01-21,38566027,68203570,23416748,10987774,347254,767222,124,49513,204854
2022-01-22,38903731,68968057,23585243,11044986,337704,764487,154,57212,168495
2022-01-23,39237264,69730964,23751782,11108191,333533,762907,210,63205,166539
2022-01-24,39543328,69935211,23909175,11173300,306064,204247,286,65109,157393
2022-01-25,39799202,70153597,24044255,11241109,255874,218386,232,67809,135080
2022-01-26,40085116,71326407,24124595,11315801,285914,1172810,175,74692,80340
2022-01-27,40371500,71812665,24311317,11404617,286384,486258,262,88816,186722
