date,Bangalore,Chennai,Delhi,Hyderabad,Mumbai,Pune
2020-03-09,107.69857142857143,114.36857142857143,97.91142857142857,127.02571428571427,100.36142857142859,105.88
2020-03-10,106.59285714285714,113.38142857142857,93.21428571428571,126.58857142857143,97.04571428571428,104.18999999999998
2020-03-11,105.58857142857144,111.74571428571429,91.14,128.33285714285714,95.50142857142858,103.41571428571429
2020-03-12,103.72,110.07142857142857,89.66,129.81142857142856,93.00999999999999,101.97571428571429
2020-03-13,100.43142857142857,109.03571428571429,84.62857142857142,130.75857142857143,89.73285714285714,98.03285714285714
2020-03-14,96.20428571428572,106.83714285714287,82.55142857142857,130.94285714285712,85.80428571428571,95.1942857142857
2020-03-15,92.62714285714286,104.35857142857142,82.53571428571429,130.17714285714285,82.86857142857141,91.34571428571428
2020-03-16,89.34285714285714,101.69142857142856,85.52857142857144,129.39000000000001,81.18285714285715,88.18571428571428
2020-03-17,85.75285714285715,99.69857142857144,86.91714285714285,126.7042857142857,79.09285714285714,83.28714285714285
2020-03-18,81.43714285714286,95.35285714285715,84.41142857142857,122.57000000000001,74.57000000000001,77.63285714285713
2020-03-19,77.0657142857143,89.85428571428572,79.78857142857143,116.92142857142858,68.90285714285714,71.19142857142857
2020-03-20,71.90285714285714,83.00428571428573,74.78285714285714,108.86142857142856,62.01285714285715,64.44285714285715
2020-03-21,64.13285714285715,73.19857142857143,66.80142857142857,96.48142857142857,54.06714285714286,52.854285714285716
2020-03-22,57.18142857142857,63.86857142857143,58.11571428571428,83.89428571428572,46.75571428571429,43.82714285714286
2020-03-23,52.59571428571429,59.40571428571429,49.15,74.54857142857144,39.76142857142857,36.65285714285715
2020-03-24,46.19428571428572,50.791428571428575,40.57285714285714,63.39714285714286,33.38,30.580000000000002
2020-03-25,39.48142857142857,42.118571428571435,32.279999999999994,52.651428571428575,26.91857142857143,24.885714285714283
2020-03-26,33.66285714285714,34.440000000000005,25.37857142857143,42.63999999999999,21.92428571428572,21.05857142857143
2020-03-27,27.93285714285715,27.194285714285716,19.801428571428573,34.05285714285714,18.304285714285715,17.114285714285714
2020-03-28,24.455714285714286,23.002857142857145,17.22142857142857,28.66857142857143,16.841428571428573,15.468571428571428
2020-03-29,22.51142857142857,20.86285714285714,15.817142857142857,26.602857142857143,15.787142857142857,14.715714285714284
2020-03-30,19.197142857142858,15.982857142857142,14.621428571428572,23.34857142857143,14.777142857142858,13.531428571428572
2020-03-31,17.962857142857143,14.778571428571428,14.260000000000002,22.291428571428572,14.295714285714284,13.397142857142857
2020-04-01,17.507142857142856,14.587142857142856,14.267142857142856,20.60571428571429,14.634285714285713,13.117142857142856
2020-04-02,17.31,14.72,14.08,20.178571428571427,14.61857142857143,12.747142857142858
2020-04-03,17.091428571428573,15.01857142857143,13.684285714285712,20.072857142857146,14.095714285714285,11.987142857142857
2020-04-04,16.827142857142857,15.031428571428574,13.262857142857143,19.612857142857145,13.732857142857142,11.76
2020-04-05,16.345714285714287,14.467142857142859,12.892857142857142,19.204285714285714,13.44,11.448571428571428
2020-04-06,15.975714285714286,14.394285714285715,12.782857142857141,18.728571428571428,13.150000000000002,11.428571428571429
2020-04-07,15.934285714285716,14.527142857142858,12.682857142857143,18.85857142857143,12.944285714285714,11.281428571428572
2020-04-08,16.175714285714285,14.564285714285715,12.73,19.064285714285717,12.401428571428571,11.422857142857143
2020-04-09,16.235714285714288,14.59,12.657142857142858,19.25857142857143,11.957142857142857,11.154285714285715
2020-04-10,16.419999999999998,14.528571428571427,12.614285714285714,19.08142857142857,11.884285714285713,11.155714285714286
2020-04-11,16.37857142857143,14.665714285714285,12.584285714285715,19.147142857142857,11.758571428571429,11.102857142857145
2020-04-12,16.414285714285715,15.054285714285713,12.63857142857143,19.481428571428573,11.678571428571429,11.105714285714287
2020-04-13,16.61,14.98,12.774285714285716,19.73428571428571,11.61,11.054285714285713
2020-04-14,16.86857142857143,15.347142857142858,12.915714285714285,19.69142857142857,11.657142857142857,11.25
2020-04-15,16.845714285714283,15.497142857142858,12.887142857142859,19.657142857142855,11.687142857142858,11.282857142857141
2020-04-16,16.748571428571427,15.671428571428573,13.062857142857142,19.861428571428572,11.678571428571429,11.358571428571427
2020-04-17,16.571428571428573,15.982857142857144,13.215714285714286,20.094285714285714,11.67857142857143,11.662857142857144
2020-04-18,16.595714285714287,16.46857142857143,13.127142857142857,20.222857142857144,11.775714285714287,11.678571428571429
2020-04-19,16.93857142857143,16.687142857142856,13.11,20.13,11.81857142857143,11.664285714285713
2020-04-20,17.24285714285714,16.841428571428573,13.075714285714286,20.392857142857142,12.397142857142857,11.692857142857145
2020-04-21,17.181428571428572,17.03142857142857,12.91,20.464285714285715,12.401428571428571,11.778571428571427
2020-04-22,17.37285714285714,16.919999999999998,12.71142857142857,20.145714285714284,12.402857142857142,11.622857142857141
2020-04-23,17.59714285714286,17.235714285714284,12.722857142857142,19.708571428571428,12.491428571428571,11.695714285714287
2020-04-24,17.80857142857143,17.685714285714283,12.611428571428572,19.618571428571432,12.54142857142857,11.67
2020-04-25,18.205714285714286,16.988571428571426,12.654285714285715,19.509999999999998,12.534285714285716,11.581428571428571
2020-04-26,18.204285714285714,16.349999999999998,12.805714285714286,19.40857142857143,12.612857142857141,11.585714285714285
2020-04-27,18.034285714285716,15.988571428571428,12.828571428571431,19.24857142857143,12.352857142857143,11.562857142857142
2020-04-28,18.02285714285714,15.368571428571428,12.925714285714287,19.075714285714287,12.545714285714286,11.620000000000001
2020-04-29,18.19857142857143,15.542857142857141,13.132857142857144,19.334285714285716,12.751428571428573,11.661428571428573
2020-04-30,18.357142857142858,15.424285714285714,13.347142857142856,19.78857142857143,12.974285714285715,11.764285714285714
2020-05-01,18.71857142857143,15.031428571428572,13.675714285714283,20.172857142857143,13.06857142857143,11.972857142857142
2020-05-02,19.14428571428571,15.515714285714285,13.985714285714284,20.827142857142857,13.411428571428571,12.422857142857142
2020-05-03,20.237142857142857,16.612857142857145,14.308571428571428,21.875714285714285,13.808571428571428,12.86857142857143
2020-05-04,22.15142857142857,17.778571428571432,15.20857142857143,22.844285714285714,14.324285714285713,13.620000000000001
2020-05-05,24.122857142857146,19.208571428571428,16.141428571428573,23.815714285714286,14.819999999999999,14.095714285714285
2020-05-06,26.11428571428571,20.101428571428574,16.86285714285714,25.232857142857146,15.382857142857143,14.98857142857143
2020-05-07,28.00142857142857,21.091428571428573,17.345714285714287,26.514285714285716,16.12142857142857,15.857142857142858
2020-05-08,30.01285714285714,21.858571428571427,18.225714285714286,28.11285714285714,17.097142857142856,16.92142857142857
2020-05-09,31.947142857142858,22.65142857142857,19.142857142857142,28.91714285714286,17.72,17.697142857142858
2020-05-10,32.86714285714286,23.444285714285716,19.92142857142857,29.270000000000003,18.442857142857143,18.41857142857143
2020-05-13,33.458571428571425,24.009999999999998,20.368571428571425,30.067142857142862,19.00142857142857,18.857142857142858
2020-05-14,34.112857142857145,24.818571428571428,20.735714285714284,30.964285714285715,19.342857142857145,19.419999999999998
2020-05-15,34.50714285714286,25.684285714285718,21.314285714285713,31.797142857142855,20.122857142857146,20.23428571428571
2020-05-16,35.722857142857144,26.472857142857144,21.800000000000004,32.605714285714285,20.275714285714287,20.694285714285712
2020-05-17,36.08714285714286,27.34857142857143,22.284285714285712,33.01428571428572,20.437142857142856,20.889999999999997
2020-05-18,36.255714285714284,28.275714285714287,23.601428571428574,34.28428571428571,20.91,21.21
2020-05-19,37.002857142857145,29.155714285714282,25.16714285714286,35.90714285714286,20.95,21.594285714285714
2020-05-20,37.535714285714285,29.77,26.45142857142857,37.285714285714285,20.87857142857143,21.722857142857144
2020-05-21,38.05428571428571,30.558571428571433,27.744285714285716,39.027142857142856,20.87,21.727142857142855
2020-05-22,39.285714285714285,31.25714285714286,28.884285714285713,40.494285714285716,20.34857142857143,21.791428571428575
2020-05-23,38.794285714285714,31.722857142857144,30.05142857142857,42.28285714285715,20.12,22.141428571428573
2020-05-24,38.12714285714286,32.41142857142857,30.458571428571428,43.56,19.43285714285714,22.254285714285714
2020-05-25,39.52571428571429,33.36142857142857,30.707142857142856,44.471428571428575,19.02285714285714,22.66142857142857
2020-05-26,40.76,33.988571428571426,30.87285714285714,46.16571428571429,18.98,23.018571428571427
2020-05-27,41.53857142857142,34.53285714285714,31.02857142857143,47.62285714285714,18.795714285714286,23.625714285714285
2020-05-28,42.699999999999996,34.55714285714286,31.314285714285713,48.379999999999995,19.011428571428574,24.275714285714287
2020-05-29,43.644285714285715,34.70285714285715,31.48428571428571,49.91714285714285,19.30857142857143,24.65
2020-05-30,45.90714285714286,35.32285714285714,31.745714285714286,51.645714285714284,19.50857142857143,25.207142857142856
2020-05-31,48.191428571428574,36.455714285714286,32.65571428571429,53.185714285714276,20.391428571428573,25.678571428571427
2020-06-01,48.75142857142857,36.575714285714284,33.535714285714285,55.021428571428565,21.111428571428572,26.22714285714286
2020-06-02,49.707142857142856,37.082857142857144,33.85285714285715,56.73571428571428,21.287142857142857,26.321428571428573
2020-06-03,50.97285714285714,37.88285714285714,34.19571428571429,58.08714285714285,21.092857142857145,25.890000000000004
2020-06-04,51.51428571428572,38.455714285714286,34.432857142857145,59.74714285714286,21.422857142857143,26.22857142857143
2020-06-05,52.24857142857143,38.95285714285715,35.230000000000004,60.92857142857143,22.22142857142857,27.178571428571427
2020-06-06,53.45,39.49714285714286,35.80285714285714,62.22571428571429,23.060000000000002,28.310000000000002
2020-06-07,54.43142857142857,38.74285714285714,36.51571428571429,64.16142857142857,24.262857142857143,29.794285714285714
2020-06-08,55.07714285714286,39.07857142857143,37.221428571428575,65.49857142857142,26.062857142857148,31.12857142857143
2020-06-09,55.971428571428575,38.70142857142857,38.37428571428571,66.32714285714286,28.087142857142858,32.677142857142854
2020-06-10,56.444285714285705,38.847142857142856,39.65714285714286,67.35857142857144,30.537142857142857,35.15714285714286
2020-06-11,57.137142857142855,38.824285714285715,40.87428571428571,68.43714285714286,31.945714285714285,36.67285714285715
2020-06-12,57.699999999999996,38.88571428571429,41.73571428571429,69.27428571428571,33.25142857142857,37.80428571428571
2020-06-13,58.04714285714285,38.90714285714286,42.715714285714284,70.38714285714285,34.23285714285714,39.62285714285714
2020-06-14,58.56428571428571,38.77428571428572,42.94857142857143,70.75571428571428,34.40428571428571,39.72714285714285
2020-06-15,58.58714285714286,38.82857142857143,42.9,71.05999999999999,34.19,39.854285714285716
2020-06-16,58.00857142857143,39.60285714285715,42.451428571428565,70.36,33.971428571428575,40.09428571428571
2020-06-17,57.83571428571429,40.33714285714286,42.06428571428571,70.25857142857141,33.77285714285715,40.38142857142857
2020-06-18,58.17,39.59142857142857,41.55571428571428,69.83428571428571,33.72428571428571,40.65714285714286
2020-06-19,58.56142857142857,36.68,41.174285714285716,69.72714285714287,33.494285714285716,41.228571428571435
2020-06-20,57.45428571428572,33.21142857142857,40.534285714285716,67.30714285714285,33.06428571428572,40.32857142857143
2020-06-21,56.33142857142857,31.055714285714284,40.70142857142857,65.53999999999999,33.26285714285714,41.23857142857143
2020-06-22,56.90285714285715,28.354285714285712,41.54,65.46571428571428,33.964285714285715,42.56142857142857
2020-06-23,57.43857142857143,25.645714285714288,42.6,66.29714285714286,34.721428571428575,44.11142857142857
2020-06-24,58.074285714285715,22.020000000000003,43.43571428571429,66.42142857142856,35.824285714285715,44.8
2020-06-25,57.751428571428576,20.262857142857143,44.39142857142856,66.63428571428571,36.62428571428571,45.59571428571429
2020-06-26,57.41142857142857,20.271428571428572,45.45428571428571,66.92571428571429,37.18857142857143,46.182857142857145
2020-06-27,58.97428571428571,20.23428571428571,46.96285714285714,68.52285714285715,38.068571428571424,48.042857142857144
2020-06-28,59.924285714285716,20.09142857142857,48.34142857142857,69.61,39.39857142857142,49.199999999999996
2020-06-29,59.21714285714285,20.018571428571427,48.82285714285714,69.8442857142857,39.57714285714285,49.527142857142856
2020-06-30,58.83142857142857,20.068571428571428,49.27285714285714,69.52714285714286,38.684285714285714,49.11142857142857
2020-07-01,58.38857142857143,20.454285714285714,50.09142857142857,68.99571428571429,37.16285714285714,49.76285714285715
2020-07-02,58.38285714285714,20.382857142857144,50.737142857142864,68.44857142857143,35.87428571428571,49.92714285714286
2020-07-03,58.23428571428572,20.715714285714284,51.25714285714286,67.53142857142858,34.26857142857143,50.348571428571425
2020-07-04,55.870000000000005,20.955714285714286,51.89857142857143,66.97857142857143,32.59285714285714,49.97857142857142
2020-07-05,53.222857142857144,22.474285714285713,52.611428571428576,66.86714285714285,30.298571428571428,49.07571428571429
2020-07-06,52.65428571428571,25.050000000000004,53.23142857142857,66.05571428571429,28.884285714285713,48.142857142857146
2020-07-07,51.97428571428571,27.12714285714286,53.784285714285716,65.03,28.654285714285717,47.46142857142856
2020-07-08,51.05571428571428,29.488571428571426,54.10000000000001,64.30142857142857,29.011428571428574,46.66285714285714
2020-07-09,49.892857142857146,32.278571428571425,54.614285714285714,64.30428571428571,29.595714285714283,46.01714285714286
2020-07-10,49.18142857142857,35.674285714285716,54.95,64.83142857142857,30.732857142857146,45.48714285714285
2020-07-11,48.80285714285714,38.38142857142857,54.80428571428571,65.26285714285714,31.895714285714288,45.48285714285714
2020-07-12,49.80142857142857,38.79571428571428,54.58428571428571,65.82142857142857,32.64142857142857,45.71857142857142
2020-07-13,51.64857142857143,39.59285714285714,54.97714285714286,66.02285714285713,33.208571428571425,44.30285714285714
2020-07-14,50.67,39.895714285714284,55.60142857142858,66.37285714285714,34.208571428571425,41.61
2020-07-15,47.19285714285714,40.25571428571429,56.11285714285714,66.50142857142858,34.24142857142857,38.01571428571429
2020-07-16,43.99,40.62571428571429,56.925714285714285,66.81857142857143,34.465714285714284,34.857142857142854
2020-07-17,40.144285714285715,41.08142857142857,57.85428571428571,66.63428571428571,34.73142857142857,31.467142857142854
2020-07-18,36.972857142857144,40.94857142857143,58.440000000000005,66.57285714285715,34.964285714285715,27.30142857142857
2020-07-19,34.074285714285715,41.49857142857143,59.68714285714286,65.41,35.48285714285714,24.450000000000006
2020-07-20,29.055714285714288,42.191428571428574,60.62714285714286,65.44571428571429,35.97714285714286,23.657142857142855
2020-07-21,27.82428571428571,43.07,61.462857142857146,66.19000000000001,36.20142857142857,24.400000000000002
2020-07-22,31.33142857142857,43.73285714285714,62.61571428571428,66.97428571428571,37.065714285714286,25.390000000000004
2020-07-23,34.902857142857144,44.13,62.997142857142855,67.06428571428572,37.71714285714285,27.18285714285715
2020-07-24,39.02285714285714,44.72857142857142,63.66428571428572,67.77714285714286,38.32,29.92428571428572
2020-07-25,42.699999999999996,45.582857142857144,64.40142857142857,68.43571428571428,39.14142857142857,33.18571428571429
2020-07-26,45.26571428571429,45.721428571428575,64.42142857142856,70.11285714285714,39.65428571428571,36.03857142857142
2020-07-27,48.98857142857143,45.792857142857144,64.98428571428572,71.07714285714285,39.97571428571428,38.478571428571435
2020-07-28,51.598571428571425,45.707142857142856,65.10714285714285,71.42285714285715,40.17142857142857,41.00714285714286
2020-07-29,52.895714285714284,45.521428571428565,64.94857142857143,72.25714285714285,40.537142857142854,43.87571428571429
2020-07-30,53.21714285714285,45.66857142857142,65.45714285714286,72.74,40.86142857142857,45.98857142857143
2020-07-31,53.464285714285715,45.752857142857145,65.87142857142857,72.14714285714287,41.44857142857143,47.44142857142857
2020-08-01,54.94428571428572,45.82285714285714,66.20857142857143,72.41,41.87142857142857,49.138571428571424
2020-08-02,56.824285714285715,45.97714285714285,67.16571428571429,72.67857142857143,42.52285714285714,50.13142857142857
2020-08-03,57.51428571428572,46.41571428571428,68.16714285714286,73.00571428571428,43.620000000000005,51.18142857142857
2020-08-04,57.67285714285714,47.339999999999996,68.80857142857143,73.81857142857143,43.857142857142854,51.785714285714285
2020-08-05,57.45857142857143,48.73285714285714,69.79714285714286,75.03857142857143,45.32285714285714,52.45428571428572
2020-08-06,58.082857142857144,50.08285714285715,70.83428571428571,76.1557142857143,46.135714285714286,52.66428571428571
2020-08-07,59.371428571428574,50.93,72.13857142857142,78.05285714285715,47.49428571428571,53.751428571428576
2020-08-08,60.50714285714286,52.111428571428576,74.01571428571428,79.92999999999999,49.00857142857143,54.49857142857143
2020-08-09,61.56142857142857,52.50428571428572,75.30142857142857,80.82285714285715,50.66285714285715,55.512857142857136
2020-08-10,61.83428571428571,53.09142857142857,75.77714285714285,81.24142857142859,52.401428571428575,56.371428571428574
2020-08-11,63.082857142857144,53.17857142857143,75.93285714285715,81.81000000000002,54.07142857142857,57.07857142857143
2020-08-12,64.03285714285714,53.23857142857143,75.67714285714285,82.0942857142857,53.49,57.605714285714285
2020-08-13,65.24571428571429,53.308571428571426,75.84857142857143,82.78142857142858,54.98571428571428,58.715714285714284
2020-08-14,65.77285714285715,54.06714285714286,75.72428571428573,82.58142857142856,55.291428571428575,58.38428571428572
2020-08-15,66.13285714285715,53.544285714285714,73.84714285714287,80.96428571428571,54.18285714285714,58.24857142857143
2020-08-16,66.56,54.26571428571429,74.47571428571429,80.87714285714286,54.15857142857142,58.667142857142856
2020-08-17,67.21571428571428,54.99428571428571,76.38857142857144,81.49,54.30714285714286,58.574285714285715
2020-08-18,67.22857142857143,56.05285714285714,78.48,80.44714285714285,54.65857142857142,59.355714285714285
2020-08-19,67.31857142857143,57.25,79.89142857142858,79.02857142857142,56.14714285714286,59.99857142857143
2020-08-20,67.19,59.561428571428564,81.01142857142858,78.35857142857142,56.39857142857143,60.8657142857143
2020-08-21,65.96571428571428,59.26428571428572,82.75714285714285,77.61857142857143,56.1,60.25571428571429
2020-08-22,65.09,59.631428571428565,85.95142857142858,77.85000000000001,56.40857142857142,59.20857142857143
2020-08-23,66.60142857142857,61.707142857142856,86.59,79.63857142857144,56.607142857142854,59.12571428571429
2020-08-24,67.43428571428572,63.31714285714286,85.67142857142858,80.62428571428572,56.667142857142856,59.041428571428575
2020-08-25,67.97142857142856,64.38571428571429,85.58857142857144,82.03428571428572,57.16285714285715,58.87714285714286
2020-08-26,68.73571428571428,64.60857142857142,86.30714285714286,84.11142857142856,57.31285714285714,58.57571428571429
2020-08-27,70.67142857142856,65.04857142857144,86.59857142857142,85.63571428571429,56.787142857142854,58.04857142857143
2020-08-28,73.56285714285715,67.01428571428572,86.78714285714285,88.15,58.040000000000006,60.058571428571426
2020-08-29,77.64,69.75000000000001,87.72571428571428,91.05285714285715,59.589999999999996,62.94142857142857
2020-08-30,78.84,70.16142857142857,88.35142857142857,92.11285714285714,60.45857142857143,64.29428571428572
2020-08-31,79.39999999999999,70.32000000000001,89.13285714285713,92.94142857142856,60.94857142857143,66.16571428571429
2020-09-01,79.98,71.12857142857142,89.41714285714286,93.87714285714286,61.34285714285714,66.86857142857143
2020-09-02,79.94000000000001,72.29142857142857,89.41714285714285,94.52285714285713,62.777142857142856,68.22714285714285
2020-09-03,79.42142857142858,72.61285714285714,89.12285714285714,96.18714285714285,64.35285714285715,70.47
2020-09-04,79.50714285714285,73.22857142857143,89.06857142857143,97.75714285714285,65.38714285714285,71.67
2020-09-05,79.51714285714286,75.32428571428571,90.0957142857143,99.99142857142856,67.38857142857144,72.59857142857143
2020-09-06,79.23571428571428,77.34714285714287,90.55571428571427,100.52571428571427,68.93714285714286,73.26285714285714
2020-09-07,79.12142857142855,77.4742857142857,90.9557142857143,100.92857142857143,70.24857142857142,73.69714285714285
2020-09-08,79.38857142857144,78.76571428571428,91.53571428571429,102.46571428571428,70.83714285714287,73.77285714285715
2020-09-09,79.56857142857143,78.99142857142859,92.02571428571427,103.71142857142857,70.43142857142857,74.32000000000001
2020-09-10,79.95285714285716,78.38142857142857,92.38857142857144,103.80285714285715,70.41571428571429,73.66285714285716
2020-09-11,80.07571428571428,78.65857142857143,91.82285714285715,103.46000000000001,70.74714285714286,72.93285714285715
2020-09-12,80.81142857142858,79.85857142857142,90.64714285714285,104.58428571428571,71.34857142857143,74.14
2020-09-13,81.05142857142857,81.55714285714285,89.97571428571429,106.24000000000001,70.92571428571428,74.20714285714287
2020-09-14,81.16142857142857,82.10285714285715,88.5557142857143,106.59857142857143,70.52857142857142,73.26714285714286
2020-09-15,81.23571428571428,81.83714285714287,86.88428571428571,106.59285714285716,70.45857142857143,73.38571428571429
2020-09-16,82.15428571428572,82.55714285714285,86.08285714285715,107.32571428571428,70.75,72.89571428571429
2020-09-17,83.25285714285714,85.00428571428571,86.54857142857142,108.24000000000001,72.2957142857143,73.9057142857143
2020-09-18,84.75,86.19857142857143,88.00428571428571,110.5942857142857,73.19714285714285,75.39285714285714
2020-09-19,85.00857142857144,86.92857142857143,88.45285714285714,110.52142857142857,73.23857142857143,74.52285714285715
2020-09-20,85.38714285714286,87.30999999999999,88.42142857142858,110.47571428571428,73.50428571428571,75.17
2020-09-21,85.97857142857141,87.63857142857144,89.04285714285713,111.82285714285715,73.71714285714286,76.29714285714286
2020-09-22,86.60857142857142,88.04714285714284,90.23857142857143,112.97142857142858,74.6657142857143,77.33
2020-09-23,86.53857142857143,88.31571428571428,90.53285714285714,113.93714285714285,74.03571428571429,78.00428571428571
2020-09-24,85.21857142857142,86.95714285714287,90.0,113.26714285714286,73.15142857142858,76.96142857142857
2020-09-25,83.6557142857143,86.63857142857144,88.74428571428572,111.31428571428572,72.31428571428572,76.37857142857142
2020-09-26,83.92285714285715,86.71142857142857,88.33285714285715,111.60428571428572,71.70857142857143,76.9057142857143
2020-09-27,82.76285714285714,86.4542857142857,88.55571428571429,113.17285714285713,71.69285714285715,77.12714285714286
2020-09-28,81.91857142857143,86.52714285714285,88.50714285714285,113.73285714285714,71.22142857142858,76.99142857142859
2020-09-29,81.63285714285715,86.02857142857144,88.01714285714284,114.19428571428571,70.60428571428572,77.23142857142857
2020-09-30,82.24,86.30285714285715,88.4042857142857,114.50571428571428,71.47857142857143,77.96428571428571
2020-10-01,84.55857142857143,87.03571428571429,89.14285714285714,116.20714285714284,71.25428571428571,80.01857142857143
2020-10-02,85.66999999999999,87.02285714285713,88.87142857142858,119.32000000000001,70.9057142857143,81.88714285714286
2020-10-03,84.92428571428572,86.72285714285714,90.56285714285714,121.1657142857143,71.36571428571429,83.05714285714286
2020-10-04,85.87714285714286,85.9,90.66571428571429,120.50428571428571,71.46142857142857,83.93142857142857
2020-10-05,86.48714285714286,85.7757142857143,90.75714285714287,120.50714285714285,72.19142857142857,84.33714285714287
