Date,Price,Date,WTI
2018-03-15,3282.7,,
2018-03-14,3299,,
2018-03-13,3301.4,,
2018-03-12,3277.8,,
2018-03-09,3310.9,,
2018-03-08,3258.3,,
2018-03-07,3293.3,,
2018-03-06,3335.3,,
2018-03-05,3308.9,,
2018-03-02,3316.3,,
2018-03-01,3329.2,,
2018-02-28,3339.7,,
2018-02-27,3377.6,,
2018-02-26,3402.7,,
2018-02-23,3391.6,,
2018-02-22,3428,,
2018-02-21,3425.2,,
2018-02-20,3411.2,,
2018-02-19,3428.1,,
2018-02-16,3464.4,,
2018-02-15,3438.8,,
2018-02-14,3432.7,,
2018-02-13,3353.7,,
2018-02-12,3290.5,,
2018-02-09,3270.7,,
2018-02-08,3318.4,,
2018-02-07,3318.8,,
2018-02-06,3390.8,,
2018-02-05,3447.6,,
2018-02-02,3406.5,,
2018-02-01,3442.7,,
2018-01-31,3432.5,,
2018-01-30,3400,,
2018-01-29,3430.8,,
2018-01-26,3428.8,,
2018-01-25,3434.9,,
2018-01-24,3436.1,,
2018-01-23,3354,,
2018-01-22,3395.4,,
2018-01-19,3375.5,,
2018-01-18,3382.5,,
2018-01-17,3350.1,,
2018-01-16,3365.3,,
2018-01-15,3418.5,,
2018-01-12,3380,,
2018-01-11,3373.4,,
2018-01-10,3372.5,,
2018-01-09,3344.4,,
2018-01-08,3365.7,,
2018-01-05,3367.6,,
2018-01-04,3404.6,,
2018-01-03,3379.1,,
2018-01-02,3413.4,,
2017-12-29,3418.9,,
2017-12-28,3429.1,,
2017-12-27,3398.1,,
2017-12-22,3343.8,,
2017-12-21,3313.6,,
2017-12-20,3293.6,,
2017-12-19,3256.2,,
2017-12-18,3240,,
2017-12-15,3226.7,,
2017-12-14,3185.5,,
2017-12-13,3147.9,,
2017-12-12,3136.6,,
2017-12-11,3139.7,,
2017-12-08,3100.7,,
2017-12-07,3100.1,,
2017-12-06,3101.7,,
2017-12-05,3115.3,,
2017-12-04,3206,,
2017-12-01,3219.4,,
2017-11-30,3176.2,,
2017-11-29,3186.1,,
2017-11-28,3205.9,,
2017-11-27,3259.9,,
2017-11-24,3288.6,,
2017-11-23,3269,,
2017-11-22,3261.9,,
2017-11-21,3238.4,,
2017-11-20,3214,,
2017-11-17,3206.7,,
2017-11-16,3185.7,,
2017-11-15,3203.9,,
2017-11-14,3196.7,,
2017-11-13,3261.2,,
2017-11-10,3226.8,,
2017-11-09,3227.3,,
2017-11-08,3249,,
2017-11-07,3244.9,,
2017-11-06,3305.5,,
2017-11-03,3286.5,,
2017-11-02,3293.7,,
2017-11-01,3304.7,,
2017-10-31,3261.6,,
2017-10-30,3253,,
2017-10-27,3244.8,,
2017-10-26,3303.1,,
2017-10-25,3306.6,,
2017-10-24,3299.6,,
2017-10-23,3278,,
2017-10-20,3257.2,,
2017-10-19,3271.2,,
2017-10-18,3269.3,,
2017-10-17,3280.4,,
2017-10-16,3325.5,,
2017-10-13,3266.1,,
2017-10-12,3272.5,,
2017-10-11,3234.7,,
2017-10-10,3238.6,,
2017-10-09,3210.8,,
2017-10-06,3197.9,,
2017-10-05,3226.3,,
2017-10-04,3179.2,,
2017-10-03,3165.1,,
2017-10-02,3136.3,,
2017-09-29,3124.7,,
2017-09-28,3139.7,,
2017-09-27,3111.5,,
2017-09-26,3108.9,,
2017-09-25,3126.3,,
2017-09-22,3122,,
2017-09-21,3149.6,,
2017-09-20,3168.9,,
2017-09-19,3144.7,,
2017-09-18,3128.9,,
2017-09-15,3110.5,,
2017-09-14,3108,,
2017-09-13,3121.1,,
2017-09-12,3174.9,,
2017-09-11,3188.9,,
2017-09-08,3158.3,,
2017-09-07,3238.7,,
2017-09-06,3236,,
2017-09-05,3236.1,,
2017-09-04,3263.2,,
2017-09-01,3242.8,,
2017-08-31,3217.3,,
2017-08-30,3191.7,,
2017-08-29,3202.5,,
2017-08-25,3151.5,,
2017-08-24,3182.6,,
2017-08-23,3147.4,,
2017-08-22,3143.6,,
2017-08-21,3143.4,,
2017-08-18,3107,,
2017-08-17,3104.4,,
2017-08-16,3133,,
2017-08-15,3047.2,,
2017-08-14,3038.6,,
2017-08-11,3049.6,,
2017-08-10,3063,,
2017-08-09,3058,,
2017-08-08,3064.1,,
2017-08-07,3015.3,,
2017-08-04,2979.7,,
2017-08-03,2977.6,,
2017-08-02,2980,,
2017-08-01,2967,,
2017-07-31,2977.9,,
2017-07-28,2960.9,,
2017-07-27,2974.8,,
2017-07-26,2973.7,,
2017-07-25,2947.9,,
2017-07-24,2879.1,,
2017-07-21,2866.2,,
2017-07-20,2848.8,,
2017-07-19,2856.8,,
2017-07-18,2880.6,,
2017-07-17,2874.7,,
2017-07-14,2858.5,,
2017-07-13,2840.2,,
2017-07-12,2838,,
2017-07-11,2829.4,,
2017-07-10,2811.9,,
2017-07-07,2821.7,,
2017-07-06,2835.7,,
2017-07-05,2826.6,,
2017-07-04,2845.6,,
2017-07-03,2862.9,,
2017-06-30,2853.5,,
2017-06-29,2853.4,,
2017-06-28,2823.7,,
2017-06-27,2812.9,,
2017-06-26,2780.8,,
2017-06-23,2780.9,,
2017-06-22,2765.3,,
2017-06-21,2757.1,,
2017-06-20,2725.6,,
2017-06-19,2745.4,,
2017-06-16,2719.8,,
2017-06-15,2714.6,,
2017-06-14,2719.7,,
2017-06-13,2721.6,,
2017-06-12,2735.3,,
2017-06-09,2758.7,,
2017-06-08,2731.4,,
2017-06-07,2702.8,,
2017-06-06,2706.1,,
2017-06-05,2719.3,,
2017-06-02,2745.8,,
2017-06-01,2757.6,,
2017-05-31,2759.2,,
2017-05-30,2757.5,,
2017-05-26,2769.8,,
2017-05-25,2785.5,,
2017-05-24,2770.7,,
2017-05-23,2787.1,,
2017-05-22,2780.5,,
2017-05-19,2774.6,,
2017-05-18,2726.6,,
2017-05-17,2742,,
2017-05-16,2732.2,,
2017-05-15,2734.2,,
2017-05-12,2715.7,,
2017-05-11,2713.9,,
2017-05-10,2694.2,,
2017-05-09,2700.7,,
2017-05-08,2694.5,,
2017-05-05,2725.5,,
2017-05-04,2717.5,,
2017-05-03,2739.7,,
2017-05-02,2808.4,,
2017-04-28,2782.5,,
2017-04-27,2768.2,,
2017-04-26,2788.1,,
2017-04-25,2780.7,,
2017-04-24,2760.8,,
2017-04-21,2748.1,,
2017-04-20,2761.6,,
2017-04-19,2718.2,,
2017-04-18,2708.5,,
2017-04-13,2773.3,,
2017-04-12,2745,,
2017-04-11,2789.1,,
2017-04-10,2799.1,,
2017-04-07,2840.6,,
2017-04-06,2851.2,,
2017-04-05,2872.4,,
2017-04-04,2826.3,,
2017-04-03,2819.1,,
2017-03-31,2858.7,,
2017-03-30,2905.2,,
2017-03-29,2886.8,,
2017-03-28,2865.5,,
2017-03-27,2816.2,,
2017-03-24,2846.2,,
2017-03-23,2854.1,,
2017-03-22,2852.7,,
2017-03-21,2838.1,,
2017-03-20,2866,,
2017-03-17,2881.8,,
2017-03-16,2859.5,,
2017-03-15,2839.6,,
2017-03-14,2812.2,,
2017-03-13,2811.2,,
2017-03-10,2785.5,,
2017-03-09,2771.4,,
2017-03-08,2795,,
2017-03-07,2800.4,,
2017-03-06,2835.1,,
2017-03-03,2859.2,,
2017-03-02,2865.4,,
2017-03-01,2917.7,,
2017-02-28,2889,,
2017-02-27,2868.4,,
2017-02-24,2863.3,,
2017-02-23,2826.5,,
2017-02-22,2895.5,,
2017-02-21,2905.6,,
2017-02-20,2922.8,,
2017-02-17,2872.5,,
2017-02-16,2894.4,,
2017-02-15,2920.6,,
2017-02-14,2904.2,,
2017-02-13,2926.1,,
2017-02-10,2918.5,,
2017-02-09,2820.6,,
2017-02-08,2842.3,,
2017-02-07,2800,,
2017-02-06,2818.4,,
2017-02-03,2800.2,,
2017-02-02,2836.5,,
2017-02-01,2849,,
2017-01-31,2856.4,,
2017-01-30,2791.4,,
2017-01-27,2807.7,,
2017-01-26,2802,,
2017-01-25,2844.3,,
2017-01-24,2861.3,,
2017-01-23,2809.2,,
2017-01-20,2792.1,,
2017-01-19,2789,,
2017-01-18,2807.5,,
2017-01-17,2783.9,,
2017-01-16,2811.9,,
2017-01-13,2839.5,,
2017-01-12,2799,,
2017-01-11,2746.9,,
2017-01-10,2768,,
2017-01-09,2704.8,,
